Path,Transcript,Intended Words,Produced Words,IPA,Error Category,Error Labels
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_1.wav",asth,As the,asth,æzð,Contraction/Shortening,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_2.wav",sun,sun,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_3.wav",set,set,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_4.wav",Roy,Roy,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_5.wav",and,and,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_6.wav",tɹ:ɔɪ,Troy,,tɹ:ɔɪ,Disfluency Error,['Prolongation']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_7.wav",ɛ.ɛndɪd,ended,,ɛ.ɛndɪd,Disfluency Error,['Stutter']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_8.wav",their,their,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_9.wav",day,day,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_10.wav",with,with,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_11.wav",a,a,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_12.wav",delightful,delightful,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_13.wav",story,story,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_14.wav",promising,promising,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_15.wav",more,more,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_16.wav",joyful,joyful,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_17.wav",days,days,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_C8n8hZufDi0aASFdmmA4_1742589296_195800015_word_segment_18.wav",ahead,ahead,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_1.wav",Once,Once,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_2.wav",upon,upon,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_3.wav",time,time,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_4.wav",in,in,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_5.wav",the,the,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_6.wav",the,the,,,Disfluency Error,['Word Repetition']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_7.wav",sunny,sunny,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_8.wav",hills,hills,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_9.wav",a,a,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_10.wav",little,little,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_11.wav",pup,pup,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_12.wav",name,named,name,neɪm,Mixed Error+Phonological+Grammatical,"['Consonant Omission', 'Omission']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_13.wav",ɹ.ɹʌs|ti,Rusty,,ɹ.ɹʌs|ti,Disfluency Error,"['Stutter', 'Broken Word']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_14.wav",ran,ran,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_15.wav",with,with,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800016_word_segment_16.wav",fʌ.fʌn,fun,,fʌ.fʌn,Disfluency Error,['Stutter']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_1.wav",Rusty,Rusty,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_2.wav",loved,loved,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_3.wav",to,to,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_4.wav",uncover,uncover,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_5.wav",hiding,hidden,hiding,haɪdɪŋ,Mixed Error+Phonological+Orthographic Sub.,"['Vowel Substitution', 'Contextual']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_6.wav",spots,spots,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_7.wav",under,under,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_8.wav",the,the,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_9.wav",big,big,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_10.wav",shade,shady,shade,ʃeɪd,Mixed Error+Grammatical+Phonological,"['Omission', 'Vowel Omission']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800017_word_segment_11.wav",trees,trees,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_1.wav",One,,One,wʌn,Structural Error,['Word Insertion']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_2.wav",day,,day,deɪ,Mixed Error+Structural+Disfluency Error+Other,"['Word Insertion', 'Parental Aid']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_3.wav",Rusty,Rusty,,,Disfluency Error,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_4.wav",loved,loved,,,Disfluency Error,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_5.wav",to,to,,,Disfluency Error,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_6.wav",uncover,uncover,,,Disfluency Error,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_7.wav",hiding,hidden,hiding,haɪdɪŋ,Mixed Error+Orthographic Sub.+Phonological+Disfluency Error,"['Contextual', 'Vowel Substitution', 'Parent Correction']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_8.wav",no,,no,noʊ,Mixed Error+Disfluency Error+Other,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_9.wav",hidden,hidden,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_10.wav",spots,spots,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_11.wav",under,under,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_12.wav",the,the,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_13.wav",big,big,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_14.wav",shady,shady,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800018_word_segment_15.wav",trees,trees,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800019_word_segment_1.wav",One,One,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800019_word_segment_2.wav",day,day,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800019_word_segment_3.wav",he,he,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800019_word_segment_4.wav",found,found,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800019_word_segment_5.wav",an,an,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800019_word_segment_6.wav",un|wihsul,unusual,un|wihsul,ʌn|wɪsəl,Mixed Error+Disfluency Error+Phonological,"['Broken Word', 'Consonant Substitution', 'Vowel Substitution', 'Vowel Omission']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800019_word_segment_7.wav",rock,rock,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_1.wav",It,It,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_2.wav",looks,looked,looks,lʊks,Mixed Error+Phonological+Grammatical,"['Consonant Substitution', 'Substitution']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_3.wav",like,like,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_4.wav",it,a,it,ɪt,Mixed Error+Orthographic Sub.+Phonological,"['Unrelated', 'Vowel Substitution', 'Consonant Insertion']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_5.wav",was,,was,wʌz,Structural Error,['Word Insertion']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_6.wav",shiny,shiny,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_7.wav",stone,stone,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_8.wav",youk,unlike,youk,juk,Mixed Error+Disfluency Error+Phonological,"['Repair', 'Consonant Insertion', 'Consonant Omission', 'Vowel Omission', 'Vowel Substitution']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_9.wav",oolduhbyuulkuli,unlike,oolduhbyuulkuli,uldəbjulkəli,Mixed Error+Disfluency Error+Phonological,"['Repair', 'Vowel Substitution', 'Consonant Substitution', 'Consonant Insertion', 'Vowel Insertion']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_10.wav",youkai,unlike,youkai,jukaɪ,Mixed Error+Disfluency Error+Phonological,"['Parent Correction', 'Consonant Insertion', 'Vowel Substitution', 'Consonant Substitution', 'Consonant Omission']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_11.wav",One,,One,,Mixed Error+Disfluency Error+Other,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_12.wav",day,,day,,Mixed Error+Disfluency Error+Other,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_13.wav",he,,he,,Mixed Error+Disfluency Error+Other,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_14.wav",found,,found,,Mixed Error+Disfluency Error+Other,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_15.wav",an,,an,,Mixed Error+Disfluency Error+Other,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_16.wav",unusual,,unusual,,Mixed Error+Disfluency Error+Other,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_17.wav",rock,,rock,,Mixed Error+Disfluency Error+Other,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_18.wav",It,It,,,Disfluency Error,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_19.wav",looked,looked,,,Disfluency Error,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_20.wav",like,like,,,Disfluency Error,['Parental Aid']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_8PcAkP7csTNUfDqNZ075_1742905877_195800020_word_segment_21.wav",a,a,,,Disfluency Error,['Parental Aid']
